початк,4.813176552129108e-05
очатку,3.609882414096831e-05
сотвор,0.0004067134186549097
отвори,0.00038264753589426414
творив,0.00038505412417032866
пустош,0.0004067134186549097
устошн,4.572517724522653e-05
стошня,2.4065882760645543e-06
темряв,0.00019012047380909979
емрява,5.2944942073420196e-05
лежала,1.684611793245188e-05
безодн,7.701082483406574e-05
езодне,2.4065882760645543e-06
зоднею,2.4065882760645543e-06
водами,4.572517724522653e-05
настан,0.0002791642400234883
астань,2.4065882760645543e-06
сьвіте,2.4065882760645543e-06
настав,0.0001636480027723897
розлуч,3.369223586490376e-05
озлучи,2.406588276064554e-05
злучив,1.4439529656387326e-05
емряво,1.203294138032277e-05
мрявою,1.203294138032277e-05
емряву,3.850541241703287e-05
первий,7.460423655800118e-05
проміж,0.0002550983572628428
постан,0.0003441421234772313
остане,0.00018771388553303524
твердь,7.219764828193663e-06
озлуча,9.626353104258217e-06
злучає,4.8131765521291086e-06
сталос,0.0005246362441820729
талось,0.00040912000693097425
тверде,9.626353104258217e-06
вердею,4.8131765521291086e-06
другий,0.00023343906277826175
зберис,2.4065882760645543e-06
берись,7.219764828193663e-06
появис,2.4065882760645543e-06
оявися,2.4065882760645543e-06
суходо,1.203294138032277e-05
уходол,1.203294138032277e-05
ходоле,2.4065882760645543e-06
суході,1.203294138032277e-05
уходіл,1.203294138032277e-05
згрома,1.203294138032277e-05
громад,0.000842305896622594
ромадж,9.626353104258217e-06
омадже,2.4065882760645543e-06
маджен,2.4065882760645543e-06
адженє,2.4065882760645543e-06
пророс,2.4065882760645543e-06
ророст,2.4065882760645543e-06
орости,2.4065882760645543e-06
ростит,6.497788345374297e-05
остить,5.5351530349484746e-05
травне,4.8131765521291086e-06
насїнн,0.00024306541588251998
асїння,6.738447172980752e-05
сїнням,1.203294138032277e-05
їннями,4.0912000693097425e-05
дерево,0.00021177976829368078
плодов,1.9252706208516434e-05
лодови,1.4439529656387326e-05
одовит,1.4439529656387326e-05
довите,4.8131765521291086e-06
плодющ,3.369223586490376e-05
лодюще,7.219764828193663e-06
свойму,0.0005535153034948475
родові,0.00026231812209103644
асїннє,0.00012995576690748593
вивела,7.219764828193663e-06
трейтї,2.4065882760645543e-06
рейтїй,2.4065882760645543e-06
остань,3.1285647588839205e-05
станьт,3.609882414096831e-05
таньте,3.609882414096831e-05
сьвіти,0.00018290070898090613
ьвітил,0.00012995576690748593
вітила,1.684611793245188e-05
твердї,1.4439529656387326e-05
небесн,0.0005535153034948475
ебесні,7.701082483406574e-05
бесній,1.9252706208516434e-05
злучат,4.8131765521291086e-06
лучати,7.219764828193663e-06
бувайт,6.016470690161386e-05
увайте,6.497788345374297e-05
знамен,0.00012032941380322772
наменн,6.257129517767841e-05
амення,6.016470690161386e-05
менням,1.9252706208516434e-05
еннями,1.4439529656387326e-05
ознаку,1.203294138032277e-05
впливо,2.4065882760645543e-06
пливоч,2.4065882760645543e-06
ливоча,2.4065882760645543e-06
ивочас,2.4065882760645543e-06
вочасу,2.4065882760645543e-06
ітилам,2.4065882760645543e-06
тилами,2.4065882760645543e-06
сьвітї,0.0001371755317356796
ьвітїт,2.4065882760645543e-06
вітїте,2.4065882760645543e-06
великі,0.0001949336503612289
вітило,1.203294138032277e-05
велике,0.0001949336503612289
правит,0.00012273600207929228
равити,4.572517724522653e-05
постав,0.0009385694276651762
остави,0.0007893609545491738
ставив,0.000534262597286331
ьвітит,3.850541241703287e-05
вітити,1.203294138032277e-05
четвер,0.00024787859243464907
етверт,0.0001949336503612289
тверти,0.00010588988414684039
вертий,7.701082483406574e-05
заграй,4.8131765521291086e-06
аграйт,4.8131765521291086e-06
грайте,7.219764828193663e-06
душами,4.8131765521291086e-06
живими,7.701082483406574e-05
полинь,2.4065882760645543e-06
птаств,0.00015161506139206693
таство,9.867011931864672e-05
землею,0.0001588348262202606
ебесно,8.904376621438851e-05
бесною,7.219764828193663e-06
твердю,2.4065882760645543e-06
чудища,2.4065882760645543e-06
повзюч,1.4439529656387326e-05
овзючу,2.4065882760645543e-06
заграл,2.4065882760645543e-06
аграла,2.4065882760645543e-06
пернат,4.8131765521291086e-06
ернате,4.8131765521291086e-06
благос,0.0007845477779970447
лагосл,0.0007821411897209801
агосло,0.0007821411897209801
гослов,0.0007821411897209801
ослови,0.000377834359342135
словив,0.00017808753242877702
глагол,0.00029601035795594015
лаголе,0.00010829647242290495
плодїт,7.219764828193663e-06
лодїте,1.203294138032277e-05
одїтес,1.4439529656387326e-05
дїтеся,4.8131765521291086e-06
множте,4.8131765521291086e-06
ножтес,4.8131765521291086e-06
ожтеся,2.4065882760645543e-06
сповня,0.00025028518071071364
повняй,3.850541241703287e-05
овняйт,2.406588276064554e-05
вняйте,3.609882414096831e-05
множит,4.572517724522653e-05
ножить,3.609882414096831e-05
ожитьс,2.1659294484580988e-05
житься,0.00011310964897503405
виведи,2.6472471036710098e-05
етверо,5.2944942073420196e-05
тверон,4.8131765521291086e-06
вероно,4.8131765521291086e-06
ероног,4.8131765521291086e-06
ронога,2.4065882760645543e-06
овзюче,4.8131765521291086e-06
дикого,4.8131765521291086e-06
зьвіра,2.406588276064554e-05
зьвірє,1.203294138032277e-05
