ê,0.029616147191390885
í,0.05482892060921731
è,0.0747234742472443
ã,0.021297105006470862
à,0.08357293585877583
á,0.01564737308503924
ó,0.03129857131017423
ò,0.04270577659906794
ÿ,0.025293738883186596
ï,0.03284966561900329
î,0.09432030448115161
÷,0.011393817298558559
â,0.06326654213710577
ð,0.048622630803853185
å,0.04081041968162084
ç,0.021824336816335898
ì,0.031195930050938115
ë,0.040009052831559956
þ,0.009159297959287759
ä,0.03871360538579725
ñ,0.051552050593853
ü,0.01826440643388564
õ,0.012455293675130851
³,0.05053010066493685
æ,0.00901840529909408
é,0.011980338779907814
ø,0.010827059041037377
º,0.005978693969666639
ö,0.0074163091223216045
¿,0.005969131119427248
ù,0.0029855218447375634
´,0.0006840625537910326
ô,0.0011889810464308255
_Total,1568570
